SAMPLE_ID,CMYK_C,CMYK_M,CMYK_Y,CMYK_K,L,A,B,X,Y,Z
798,20,70,40,60,40.44,10.14,5.15,12.55,11.52,8.07
799,20,100,40,60,38.61,14.06,4.03,11.97,10.43,7.55
800,40,0,40,60,45.77,-7.51,7.72,13.36,15.1,9.94
801,40,20,40,60,43.23,-2.4,5.59,12.48,13.31,9.27
802,40,40,40,60,41.14,1.87,3.91,11.79,11.95,8.73
803,40,70,40,60,38.93,6.34,2.39,11.08,10.62,8.11
804,40,100,40,60,37.31,9.92,1.5,10.62,9.71,7.62
805,70,0,40,60,43.33,-10.69,3.53,11.35,13.38,9.93
806,70,20,40,60,41.13,-5.97,1.82,10.7,11.94,9.32
807,70,40,40,60,39.32,-2.05,0.47,10.19,10.85,8.81
808,70,70,40,60,37.42,2.03,-0.77,9.67,9.77,8.26
809,70,100,40,60,36.04,5.27,-1.44,9.33,9.03,7.81
810,100,0,40,60,41.22,-13.29,0.13,9.8,12,9.86
811,100,20,40,60,39.34,-8.78,-1.17,9.36,10.86,9.29
812,100,40,40,60,37.82,-5.11,-2.21,9.01,9.99,8.84
813,100,70,40,60,36.22,-1.25,-3.1,8.65,9.12,8.33
814,100,100,40,60,35.07,1.63,-3.47,8.41,8.53,7.9
815,0,0,70,60,50.99,-1.21,21.85,18.34,19.26,8.47
816,0,20,70,60,47.75,4.51,18.27,16.8,16.6,7.93
817,0,40,70,60,45.05,9.36,15.33,15.61,14.58,7.5
818,0,70,70,60,42.21,14.57,12.14,14.43,12.64,7.08
819,0,100,70,60,40.08,18.93,10.05,13.66,11.3,6.7
820,20,0,70,60,48.19,-5.3,17.02,15.42,16.95,8.47
821,20,20,70,60,45.27,0.08,13.77,14.22,14.74,8
822,20,40,70,60,42.85,4.64,11.13,13.3,13.06,7.6
823,20,70,70,60,40.36,9.44,8.54,12.4,11.47,7.18
824,20,100,70,60,38.51,13.36,6.75,11.81,10.37,6.84
825,40,0,70,60,45.91,-8.53,13.14,13.3,15.2,8.46
826,40,20,70,60,43.28,-3.39,10.2,12.37,13.35,8.03
827,40,40,70,60,41.12,0.94,7.85,11.64,11.94,7.67
828,40,70,70,60,38.89,5.41,5.66,10.93,10.6,7.27
829,40,100,70,60,37.27,9.02,4.19,10.48,9.68,6.94
830,70,0,70,60,43.34,-11.97,8.69,11.18,13.39,8.46
831,70,20,70,60,41.11,-7.16,6.32,10.53,11.93,8.07
832,70,40,70,60,39.28,-3.17,4.41,10.03,10.82,7.75
833,70,70,70,60,37.38,1.06,2.57,9.53,9.75,7.38
834,70,100,70,60,35.97,4.39,1.4,9.19,8.99,7.08
835,100,0,70,60,41.14,-14.75,5.11,9.57,11.95,8.4
836,100,20,70,60,39.29,-10.2,3.21,9.16,10.83,8.06
837,100,40,70,60,37.77,-6.38,1.71,8.83,9.96,7.77
838,100,70,70,60,36.15,-2.37,0.22,8.49,9.09,7.44
839,100,100,70,60,34.94,0.74,-0.56,8.25,8.47,7.12
840,0,0,100,60,50.62,-1.36,27.14,18.01,18.94,6.96
841,0,20,100,60,47.54,4.36,22.7,16.61,16.44,6.76
842,0,40,100,60,44.94,9.19,19.05,15.5,14.5,6.56
843,0,70,100,60,42.07,14.34,15.13,14.29,12.54,6.33
844,0,100,100,60,39.93,18.63,12.46,13.51,11.21,6.1
845,20,0,100,60,48.08,-5.67,21.84,15.27,16.86,7.18
846,20,20,100,60,45.19,-0.32,17.85,14.1,14.68,6.94
847,20,40,100,60,42.79,4.21,14.58,13.19,13.01,6.74
848,20,70,100,60,40.28,8.97,11.36,12.28,11.42,6.48
849,20,100,100,60,38.41,12.87,9.08,11.68,10.32,6.27
850,40,0,100,60,45.98,-9.04,17.59,13.27,15.25,7.34
851,40,20,100,60,43.27,-3.97,13.98,12.27,13.34,7.08
852,40,40,100,60,41.05,0.34,11.1,11.52,11.9,6.85
853,40,70,100,60,38.83,4.8,8.38,10.82,10.56,6.6
854,40,100,100,60,37.2,8.4,6.43,10.36,9.64,6.4
855,70,0,100,60,43.27,-12.64,12.7,11.05,13.34,7.39
856,70,20,100,60,41.03,-7.85,9.85,10.39,11.88,7.14
857,70,40,100,60,39.21,-3.91,7.57,9.89,10.78,6.94
858,70,70,100,60,37.29,0.37,5.27,9.39,9.7,6.7
859,70,100,100,60,35.87,3.73,3.65,9.06,8.94,6.51
860,100,0,100,60,41.02,-15.54,8.8,9.41,11.88,7.39
861,100,20,100,60,39.21,-10.96,6.48,9.02,10.78,7.2
862,100,40,100,60,37.7,-7.24,4.62,8.69,9.92,7.02
863,100,70,100,60,36.04,-3.12,2.73,8.35,9.03,6.79
864,100,100,100,60,34.8,-0.09,1.62,8.09,8.4,6.55
865,0,0,0,80,44.17,0.93,3.99,13.6,13.96,10.24
866,0,40,0,80,40.29,8.45,2.6,12.21,11.43,8.69
867,0,70,0,80,38.42,12.29,2.18,11.61,10.33,7.94
868,0,100,0,80,37.05,15.48,2.3,11.22,9.56,7.31
869,40,0,0,80,40.7,-3.29,-1.72,10.81,11.68,10.15
870,40,40,0,80,37.7,3.35,-2.5,9.98,9.92,8.86
871,40,70,0,80,36.31,6.62,-2.6,9.65,9.17,8.24
872,40,100,0,80,35.33,9.13,-2.36,9.43,8.67,7.74
873,70,0,0,80,38.99,-5.24,-4.39,9.61,10.65,10.07
874,70,40,0,80,36.5,0.86,-4.95,9.04,9.27,8.97
875,70,70,0,80,35.32,3.88,-4.93,8.8,8.66,8.41
876,70,100,0,80,34.51,6.11,-4.62,8.65,8.25,7.95
877,100,0,0,80,37.47,-6.84,-6.58,8.63,9.8,9.94
878,100,40,0,80,35.52,-1.12,-6.93,8.32,8.76,9.05
879,100,70,0,80,34.55,1.65,-6.74,8.16,8.28,8.54
880,100,100,0,80,33.86,3.46,-6.4,8.03,7.94,8.12
881,0,0,40,80,44.46,-0.38,12.8,13.59,14.16,7.88
882,0,40,40,80,40.57,7.79,9.13,12.29,11.6,7.12
883,0,70,40,80,38.67,11.81,7.56,11.69,10.47,6.72
884,0,100,40,80,37.28,15.04,6.67,11.3,9.69,6.38
885,40,0,40,80,41.11,-5.51,6.48,10.75,11.94,8.03
886,40,40,40,80,37.93,1.75,3.7,9.91,10.05,7.34
887,40,70,40,80,36.43,5.2,2.56,9.53,9.24,6.99
888,40,100,40,80,35.38,7.8,1.92,9.3,8.69,6.71
889,70,0,40,80,39.43,-8.05,3.46,9.49,10.91,8.06
890,70,40,40,80,36.66,-1.26,1.04,8.87,9.36,7.46
891,70,70,40,80,35.36,1.96,0.14,8.6,8.68,7.13
892,70,100,40,80,34.46,4.38,-0.28,8.43,8.23,6.86
893,100,0,40,80,37.94,-10.3,0.91,8.46,10.05,8.05
894,100,40,40,80,35.61,-3.8,-1.15,8.06,8.81,7.55
895,100,70,40,80,34.5,-0.67,-1.75,7.88,8.25,7.23
896,100,100,40,80,33.73,1.54,-1.92,7.76,7.88,6.94
897,0,0,70,80,44.69,-0.83,17.09,13.68,14.32,6.92
898,0,40,70,80,40.78,7.45,12.21,12.37,11.73,6.49
899,0,70,70,80,38.81,11.59,10.04,11.74,10.55,6.21
900,0,100,70,80,37.37,14.91,8.72,11.34,9.74,5.96
901,40,0,70,80,41.4,-6.51,10.37,10.78,12.11,7.17
902,40,40,70,80,38.16,0.92,6.64,9.93,10.18,6.73
903,40,70,70,80,36.59,4.47,5.03,9.53,9.32,6.48
904,40,100,70,80,35.49,7.19,4.04,9.28,8.75,6.27
905,70,0,70,80,39.73,-9.22,7.17,9.51,11.09,7.25
906,70,40,70,80,36.87,-2.28,3.88,8.86,9.47,6.85
907,70,70,70,80,35.5,1.09,2.59,8.56,8.75,6.61
908,70,100,70,80,34.53,3.63,1.86,8.37,8.26,6.39
909,100,0,70,80,38.25,-11.55,4.51,8.47,10.23,7.27
910,100,40,70,80,35.78,-4.96,1.6,8.02,8.89,6.95
911,100,70,70,80,34.58,-1.72,0.61,7.8,8.29,6.7
912,100,100,70,80,33.71,0.69,0.22,7.66,7.87,6.44
913,0,0,100,80,44.91,-0.96,20.71,13.81,14.48,6.18
914,0,40,100,80,40.97,7.24,14.69,12.46,11.85,6.01
915,0,70,100,80,38.93,11.44,12.04,11.8,10.62,5.83
916,0,100,100,80,37.42,14.83,10.32,11.36,9.77,5.64
917,40,0,100,80,41.63,-7.04,13.42,10.84,12.26,6.54
918,40,40,100,80,38.36,0.34,8.96,9.96,10.29,6.28
919,40,70,100,80,36.75,3.97,7.03,9.55,9.4,6.09
920,40,100,100,80,35.58,6.78,5.75,9.28,8.79,5.94
921,70,0,100,80,39.94,-9.82,9.96,9.54,11.21,6.67
922,70,40,100,80,37.04,-2.97,6.08,8.86,9.56,6.42
923,70,70,100,80,35.61,0.46,4.52,8.54,8.81,6.21
924,70,100,100,80,34.57,3.07,3.52,8.33,8.29,6.04
925,100,0,100,80,38.45,-12.16,7.09,8.5,10.34,6.74
926,100,40,100,80,35.92,-5.72,3.59,8,8.96,6.54
927,100,70,100,80,34.62,-2.41,2.36,7.75,8.31,6.32
928,100,100,100,80,33.68,-0.03,1.77,7.57,7.85,6.09
